1	0.165	0.201204	12.356	3.19555	11.6921	9.75127
1	0.165	0.202204	12.3343	3.15201	11.6921	9.7513
1	0.165	0.203204	12.3126	3.10857	11.692	9.75133
1	0.165	0.204204	12.2932	3.0699	11.692	9.75137
1	0.165	0.205204	12.2862	3.05582	11.692	9.7514
1	0.165	0.206204	12.2791	3.04153	11.6919	9.75144
1	0.165	0.207204	12.2719	3.0271	11.6919	9.75148
1	0.165	0.208204	12.2726	3.02852	11.6919	9.75152
1	0.165	0.209204	12.2733	3.03001	11.6918	9.75157
1	0.165	0.210204	12.2741	3.03156	11.6918	9.75161
1	0.165	0.211204	12.2749	3.03317	11.6917	9.75166
1	0.165	0.212204	12.2758	3.03486	11.6917	9.75171
1	0.165	0.213204	12.2767	3.03662	11.6916	9.75176
1	0.165	0.214204	12.2776	3.03845	11.6916	9.75181
1	0.17	0.186204	12.2818	3.04733	11.6842	9.75919
1	0.17	0.187204	12.283	3.04968	11.6842	9.7592
1	0.17	0.188204	12.2843	3.0521	11.6842	9.7592
1	0.17	0.189204	12.2855	3.05459	11.6842	9.75921
1	0.17	0.190204	12.2868	3.05714	11.6842	9.75922
1	0.17	0.191204	12.2881	3.05977	11.6841	9.75923
1	0.17	0.192204	12.2895	3.06246	11.6841	9.75925
1	0.17	0.193204	12.2909	3.06522	11.6841	9.75926
1	0.17	0.194204	12.2923	3.06806	11.6841	9.75928
1	0.17	0.195204	12.2938	3.07098	11.6841	9.7593
1	0.17	0.196204	12.2953	3.07397	11.6841	9.75932
1	0.17	0.197204	12.2968	3.07705	11.684	9.75934
1	0.17	0.198204	12.2984	3.08021	11.684	9.75936
1	0.17	0.199204	12.3001	3.08345	11.684	9.75939
1	0.17	0.200204	12.3017	3.08678	11.684	9.75942
1	0.17	0.201204	12.3035	3.09019	11.6839	9.75945
1	0.17	0.202204	12.3052	3.0937	11.6839	9.75948
1	0.17	0.203204	12.307	3.09731	11.6839	9.75951
1	0.17	0.204204	12.3089	3.10101	11.6838	9.75955
1	0.17	0.205204	12.3108	3.10481	11.6838	9.75958
1	0.17	0.206204	12.3128	3.10872	11.6838	9.75962
1	0.17	0.207204	12.3148	3.11273	11.6837	9.75966
1	0.17	0.208204	12.3169	3.11685	11.6837	9.7597
1	0.17	0.209204	12.319	3.12108	11.6836	9.75975
1	0.17	0.210204	12.3212	3.12543	11.6836	9.75979
1	0.17	0.211204	12.3234	3.12991	11.6835	9.75984
1	0.17	0.212204	12.3257	3.1345	11.6835	9.75989
1	0.17	0.213204	12.3281	3.13922	11.6834	9.75994
1	0.17	0.214204	12.3305	3.14408	11.6834	9.75999
1	0.17	0.215204	12.333	3.14907	11.6833	9.76005
1	0.17	0.216204	12.3356	3.15421	11.6833	9.76011
1	0.17	0.217204	12.3383	3.15949	11.6832	9.76016
1	0.17	0.218204	12.341	3.16492	11.6832	9.76022
1	0.17	0.219204	12.3438	3.17052	11.6831	9.76029
1	0.17	0.220204	12.3467	3.17627	11.683	9.76035
1	0.17	0.221204	12.3496	3.1822	11.683	9.76041
1	0.17	0.222204	12.3527	3.1883	11.6829	9.76048
1	0.17	0.223204	12.3559	3.19458	11.6828	9.76055
1	0.17	0.224204	12.3582	3.19923	11.6828	9.76062
1	0.175	0.173204	12.2914	3.06664	11.6762	9.7672
1	0.175	0.174204	12.293	3.06977	11.6762	9.76718
1	0.175	0.175204	12.2946	3.07297	11.6762	9.76716
1	0.175	0.176204	12.2962	3.07624	11.6762	9.76714
1	0.175	0.177204	12.2979	3.07957	11.6763	9.76712
1	0.175	0.178204	12.2996	3.08298	11.6763	9.76711
1	0.175	0.179204	12.3014	3.08645	11.6763	9.7671
1	0.175	0.180204	12.3032	3.08999	11.6763	9.76709
1	0.175	0.181204	12.305	3.09361	11.6763	9.76708
1	0.175	0.182204	12.3068	3.09731	11.6763	9.76707
1	0.175	0.183204	12.3087	3.10108	11.6763	9.76707
1	0.175	0.184204	12.3107	3.10492	11.6763	9.76707
1	0.175	0.185204	12.3127	3.10885	11.6763	9.76707
1	0.175	0.186204	12.3147	3.11286	11.6763	9.76707
1	0.175	0.187204	12.3167	3.11695	11.6763	9.76707
1	0.175	0.188204	12.3188	3.12113	11.6763	9.76708
1	0.175	0.189204	12.321	3.12539	11.6763	9.76708
1	0.175	0.190204	12.3232	3.12975	11.6763	9.76709
1	0.175	0.191204	12.3254	3.13419	11.6763	9.7671
1	0.175	0.192204	12.325	3.13324	11.6763	9.76711
1	0.175	0.193204	12.3243	3.13201	11.6763	9.76713
1	0.175	0.194204	12.3237	3.13075	11.6762	9.76714
1	0.175	0.195204	12.3231	3.12948	11.6762	9.76716
1	0.175	0.196204	12.3225	3.12819	11.6762	9.76718
1	0.175	0.197204	12.3218	3.12687	11.6762	9.7672
1	0.175	0.198204	12.3212	3.12554	11.6762	9.76723
1	0.175	0.199204	12.3205	3.12419	11.6761	9.76725
1	0.175	0.200204	12.3198	3.12281	11.6761	9.76728
1	0.175	0.201204	12.3192	3.12142	11.6761	9.76731
1	0.175	0.202204	12.3185	3.12	11.676	9.76734
1	0.175	0.203204	12.3177	3.11857	11.676	9.76737
1	0.175	0.204204	12.317	3.11711	11.676	9.7674
1	0.175	0.205204	12.3163	3.11563	11.6759	9.76744
1	0.175	0.206204	12.3156	3.11413	11.6759	9.76748
1	0.175	0.207204	12.3148	3.11261	11.6759	9.76752
