-0.927295	-1	-1
-0.926795	-1	-1
-0.926295	-1	-1
-0.925795	-1	-1
-0.925295	-1	-1
-0.924795	-1	-1
-0.924295	-1	-1
-0.923795	-1	-1
-0.923295	-1	-1
-0.922795	-1	-1
-0.922295	-1	-1
-0.921795	-1	-1
-0.921295	-1	-1
-0.920795	-1	-1
-0.920295	-1	-1
-0.919795	-1	-1
-0.919295	-1	-1
-0.918795	-1	-1
-0.918295	-1	-1
-0.917795	-1	-1
-0.917295	-1	-1
-0.916795	-1	-1
-0.916295	-1	-1
-0.915795	-1	-1
-0.915295	-1	-1
-0.914795	-1	-1
-0.914295	-1	-1
-0.913795	-1	-1
-0.913295	-1	-1
-0.912795	-1	-1
-0.912295	-1	-1
-0.911794	-1	-1
-0.911294	-1	-1
-0.910794	-1	-1
-0.910294	-1	-1
-0.909794	-1	-1
-0.909294	-1	-1
-0.908794	-1	-1
-0.908294	-1	-1
-0.907794	-1	-1
-0.907294	-1	-1
-0.906794	-1	-1
-0.906294	-1	-1
-0.905794	-1	-1
-0.905294	-1	-1
-0.904794	-1	-1
-0.904294	-1	-1
-0.903794	-1	-1
-0.903294	-1	-1
-0.902794	-1	-1
-0.902294	-1	-1
-0.901794	-1	-1
-0.901294	-1	-1
-0.900794	-1	-1
-0.900294	-1	-1
-0.899794	-1	-1
-0.899294	-1	-1
-0.898794	-1	-1
-0.898294	-1	-1
-0.897794	-1	-1
-0.897294	-1	-1
-0.896794	-1	-1
-0.896294	-1	-1
-0.895794	-1	-1
-0.895294	-1	-1
-0.894794	-1	-1
-0.894294	-1	-1
-0.893794	-1	-1
-0.893294	-1	-1
-0.892794	-1	-1
-0.892294	-1	-1
-0.891794	-1	-1
-0.891294	-1	-1
-0.890794	-1	-1
-0.890293	-1	-1
-0.889793	-1	-1
-0.889293	-1	-1
-0.888793	-1	-1
-0.888293	-1	-1
-0.887793	-1	-1
-0.887293	-1	-1
-0.886793	-1	-1
-0.886293	-1	-1
-0.885793	-1	-1
-0.885293	-1	-1
-0.884793	-1	-1
-0.884293	-1	-1
-0.883793	-1	-1
-0.883293	-1	-1
-0.882793	-1	-1
-0.882293	-1	-1
-0.881793	-1	-1
-0.881293	-1	-1
-0.880793	-1	-1
-0.880293	-1	-1
-0.879793	-1	-1
-0.879293	-1	-1
-0.878793	-1	-1
-0.878293	-1	-1
-0.877793	-1	-1
-0.877293	-1	-1
-0.876793	-1	-1
-0.876293	-1	-1
-0.875793	-1	-1
-0.875293	-1	-1
-0.874793	-1	-1
-0.874293	-1	-1
-0.873793	-1	-1
-0.873293	-1	-1
-0.872793	-1	-1
-0.872293	-1	-1
-0.871793	-1	-1
-0.871293	-1	-1
-0.870793	-1	-1
-0.870293	-1	-1
-0.869793	-1	-1
-0.869292	-1	-1
-0.868792	-1	-1
-0.868292	-1	-1
-0.867792	-1	-1
-0.867292	-1	-1
-0.866792	-1	-1
-0.866292	-1	-1
-0.865792	-1	-1
-0.865292	-1	-1
-0.864792	-1	-1
-0.864292	-1	-1
-0.863792	-1	-1
-0.863292	-1	-1
-0.862792	-1	-1
-0.862292	-1	-1
-0.861792	-1	-1
-0.861292	-1	-1
-0.860792	-1	-1
-0.860292	-1	-1
-0.859792	-1	-1
-0.859292	-1	-1
-0.858792	-1	-1
-0.858292	-1	-1
-0.857792	-1	-1
-0.857292	-1	-1
-0.856792	-1	-1
-0.856292	-1	-1
-0.855792	-1	-1
-0.855292	-1	-1
-0.854792	-1	-1
-0.854292	-1	-1
-0.853792	-1	-1
-0.853292	-1	-1
-0.852792	-1	-1
-0.852292	-1	-1
-0.851792	-1	-1
-0.851292	-1	-1
-0.850792	-1	-1
-0.850292	-1	-1
-0.849792	-1	-1
-0.849292	-1	-1
-0.848792	-1	-1
-0.848292	-1	-1
-0.847791	-1	-1
-0.847291	-1	-1
-0.846791	-1	-1
-0.846291	-1	-1
-0.845791	-1	-1
-0.845291	-1	-1
-0.844791	-1	-1
-0.844291	-1	-1
-0.843791	-1	-1
-0.843291	-1	-1
-0.842791	-1	-1
-0.842291	-1	-1
-0.841791	-1	-1
-0.841291	-1	-1
-0.840791	-1	-1
